# dataset: GeoCSV 2.0
# delimiter: ,
# SID: UU_WTU_01_EHZ
# sample_count: 18001
# sample_rate_hz: 100
# start_time: 2020-03-18T13:08:37.000000Z
# field_unit: Counts
# field_type: INTEGER
Sample
-2339
-2590
-2601
-2403
-2057
-1628
-1179
-750
-381
-75
163
339
453
504
483
379
193
-61
-345
-623
-844
-964
-954
-804
-527
-153
280
733
1159
1532
1831
2047
2170
2194
2105
1894
1559
1113
613
116
-310
-615
-777
-817
-786
-747
-754
-824
-938
-1059
-1138
-1151
-1088
-961
-796
-621
-454
-308
-189
-99
-46
-43
-100
-220
-384
-561
-704
-770
-721
-551
-282
43
370
662
889
1051
1171
1284
1418
1584
1771
1948
2070
2102
2016
1806
1486
1079
636
185
-249
-650
-999
-1298
-1531
-1688
-1759
-1739
-1635
-1462
-1248
-1014
-783
-562
-359
-181
-43
38
47
-25
-165
-345
-518
-648
-703
-669
-555
-376
-155
91
342
573
759
883
929
905
838
766
730
758
860
1021
1202
1356
1431
1384
1198
866
428
-75
-569
-983
-1246
-1328
-1230
-993
-681
-360
-97
71
121
54
-109
-332
-559
-727
-784
-695
-470
-147
206
506
676
669
470
115
-326
-769
-1115
-1312
-1336
-1202
-942
-589
-180
256
688
1082
1379
1526
1478
1226
798
253
-315
-813
-1165
-1328
-1302
-1115
-814
-445
-57
320
645
890
1038
1081
1026
898
732
572
451
391
400
465
557
638
670
624
485
250
-49
-381
-686
-905
-999
-954
-796
-567
-315
-68
152
355
531
681
786
827
785
648
418
112
-236
-604
-949
-1238
-1436
-1522
-1490
-1346
-1113
-816
-483
-131
222
569
898
1198
1438
1596
1648
1585
1412
1140
793
403
4
-375
-699
-953
-1134
-1246
-1295
-1295
-1258
-1191
-1104
-1005
-907
-812
-714
-598
-449
-251
-13
243
481
669
772
778
691
536
350
173
46
-1
32
143
302
474
626
735
788
790
755
702
656
634
647
689
742
780
778
715
582
397
188
-8
-154
-241
-279
-302
-359
-489
-700
-967
-1236
-1439
-1513
-1433
-1208
-884
-537
-238
-58
-35
-173
-434
-739
-1006
-1156
-1128
-912
-527
-28
509
1017
1431
1692
1787
1729
1559
1340
1123
955
851
806
802
807
795
742
634
464
228
-72
-420
-792
-1150
-1436
-1615
-1659
-1571
-1375
-1107
-815
-537
-308
-146
-68
-63
-120
-217
-329
-437
-521
-566
-561
-502
-392
-232
-33
197
441
689
917
1106
1236
1295
1277
1188
1037
842
638
462
366
388
535
769
1008
1165
1157
948
558
36
-536
-1082
-1548
-1914
-2171
-2331
-2381
-2288
-2018
-1534
-851
-21
858
1691
2345
2754
2868
2686
2261
1652
953
252
-380
-897
-1256
-1470
-1560
-1557
-1489
-1365
-1186
-952
-677
-383
-112
110
263
340
347
298
217
128
61
39
79
178
322
476
596
650
609
468
240
-53
-361
-650
-879
-1013
-1028
-908
-657
-299
118
537
875
1086
1137
1031
802
497
170
-132
-384
-580
-718
-804
-835
-798
-682
-476
-189
149
493
799
1025
1161
1212
1195
1124
1004
833
612
344
49
-229
-459
-619
-710
-754
-778
-797
-808
-783
-685
-486
-173
238
706
1163
1553
1811
1894
1784
1484
1032
469
-145
-751
-1281
-1696
-1958
-2057
-2001
-1813
-1524
-1158
-745
-307
122
522
853
1082
1186
1156
1006
772
499
238
28
-121
-205
-235
-228
-205
-183
-173
-180
-204
-234
-259
-266
-244
-193
-114
-22
77
180
291
424
594
802
1027
1228
1348
1320
1100
677
87
-584
-1255
-1821
-2202
-2356
-2280
-2016
-1619
-1150
-658
-182
266
673
1029
1317
1511
1570
1478
1238
884
488
117
-157
-294
-299
-213
-100
-12
8
-54
-196
-399
-625
-828
-953
-949
-785
-457
-2
527
1045
1488
1788
1905
1831
1579
1204
755
290
-146
-516
-808
-1019
-1162
-1250
-1286
-1263
-1166
-989
-743
-458
-167
90
298
451
557
626
660
652
595
488
339
176
25
-84
-143
-152
-134
-106
-78
-47
0
76
181
294
389
428
388
261
60
-185
-449
-695
-897
-1038
-1114
-1128
-1086
-983
-810
-559
-228
162
570
941
1218
1353
1340
1193
959
694
440
228
61
-76
-205
-339
-486
-633
-764
-853
-887
-861
-790
-696
-606
-538
-489
-436
-345
-193
39
336
649
921
1097
1136
1045
861
640
448
328
301
345
412
443
385
212
-80
-457
-856
-1215
-1468
-1573
-1522
-1331
-1052
-734
-432
-169
41
220
378
522
642
720
737
699
629
566
539
565
633
710
749
711
579
368
117
-119
-294
-383
-384
-319
-219
-112
-14
74
159
242
317
377
406
393
330
211
48
-146
-350
-544
-715
-867
-995
-1102
-1177
-1204
-1158
-1027
-810
-529
-220
78
329
509
612
648
634
587
519
439
349
255
164
87
27
-13
-32
-30
-7
35
94
166
234
281
285
225
101
-81
-293
-499
-663
-765
-793
-746
-631
-460
-248
-16
203
380
487
511
448
314
138
-42
-188
-277
-309
-296
-260
-221
-190
-162
-123
-59
44
190
365
543
686
755
717
552
268
-96
-468
-776
-951
-952
-774
-441
-11
445
851
1154
1314
1335
1244
1083
903
732
575
413
217
-45
-368
-735
-1092
-1378
-1536
-1541
-1394
-1128
-787
-416
-68
228
451
591
643
608
494
318
107
-105
-275
-375
-387
-308
-156
47
270
476
623
678
621
459
216
-61
-319
-522
-630
-633
-536
-362
-152
57
225
315
311
213
48
-146
-336
-499
-626
-733
-831
-909
-940
-877
-681
-340
112
610
1045
1335
1417
1281
962
530
77
-308
-562
-656
-595
-425
-209
-6
136
205
215
200
198
243
343
493
670
846
993
1096
1138
1111
1010
833
590
296
-29
-354
-642
-872
-1019
-1071
-1028
-895
-693
-436
-153
125
363
532
600
550
375
79
-298
-714
-1108
-1420
-1594
-1599
-1420
-1079
-622
-116
340
678
834
777
520
96
-408
-891
-1238
-1367
-1236
-863
-305
347
989
1539
1914
2073
2009
1747
1355
891
418
-16
-371
-633
-788
-844
-817
-728
-598
-447
-295
-160
-51
37
125
242
408
626
866
1082
1215
1220
1077
791
402
-39
-479
-885
-1227
-1505
-1720
-1864
-1913
-1836
-1597
-1188
-636
3
630
1179
1578
1800
1847
1745
1537
1263
966
667
391
140
-78
-268
-427
-564
-666
-717
-703
-619
-480
-309
-138
3
99
149
157
125
62
-40
-180
-357
-551
-727
-845
-871
-787
-601
-341
-57
183
331
356
262
86
-112
-261
-299
-195
45
364
692
952
1084
1065
901
638
330
38
-194
-332
-378
-350
-275
-194
-133
-120
-167
-267
-399
-523
-595
-582
-466
-253
34
357
662
907
1050
1069
967
772
525
272
44
-133
-261
-349
-416
-478
-544
-612
-667
-696
-686
-630
-525
-369
-161
86
357
612
804
883
815
594
250
-159
-568
-897
-1109
-1173
-1097
-908
-644
-352
-79
136
273
328
330
321
347
431
572
731
846
855
719
444
78
-295
-585
-716
-660
-428
-80
302
637
842
883
751
481
137
-207
-472
-608
-599
-477
-298
-122
7
75
92
81
72
83
126
195
270
315
301
202
20
-229
-508
-775
-982
-1100
-1098
-973
-737
-412
-31
383
792
1160
1450
1628
1660
1535
1270
893
464
18
-390
-733
-996
-1184
-1307
-1385
-1421
-1404
-1314
-1134
-863
-523
-149
207
494
683
758
729
625
484
346
244
193
191
222
264
295
297
262
192
98
-2
-86
-137
-142
-109
-55
-8
2
-48
-178
-383
-644
-922
-1157
-1288
-1265
-1066
-710
-243
245
664
937
1031
956
770
550
373
286
300
397
532
648
698
654
524
340
144
-12
-96
-87
1
135
269
360
384
337
242
137
55
24
48
110
185
234
236
175
54
-117
-328
-559
-796
-1022
-1231
-1406
-1541
-1621
-1628
-1540
-1339
-1022
-606
-129
353
768
1072
1226
1223
1078
821
502
172
-127
-372
-553
-684
-781
-853
-897
-904
-858
-746
-560
-296
29
396
765
1093
1319
1395
1288
1005
603
157
-228
-490
-601
-575
-462
-316
-174
-57
47
157
285
437
612
801
998
1202
1400
1580
1710
1756
1680
1457
1085
587
25
-549
-1057
-1444
-1686
-1794
-1800
-1738
-1627
-1462
-1234
-924
-540
-113
309
676
936
1070
1073
958
755
491
200
-89
-357
-583
-744
-831
-838
-769
-637
-458
-246
-14
230
480
706
888
992
994
886
683
418
131
-143
-388
-587
-751
-883
-982
-1038
-1044
-991
-879
-712
-504
-277
-40
188
398
576
710
786
795
733
603
422
208
-6
-190
-310
-344
-283
-139
57
255
394
428
337
136
-121
-371
-536
-563
-432
-160
188
543
834
1004
1023
889
632
297
-54
-370
-596
-719
-744
-696
-607
-502
-390
-266
-112
90
343
635
930
1182
1337
1362
1234
963
577
114
-362
-815
-1213
-1536
-1768
-1906
-1921
-1793
-1510
-1081
-561
-18
461
800
953
917
731
469
210
15
-79
-82
-31
22
36
-17
-134
-284
-418
-480
-433
-271
-26
248
482
620
628
508
296
47
-167
-303
-335
-267
-128
52
247
446
647
849
1034
1174
1237
1202
1064
839
572
308
89
-61
-139
-164
-162
-162
-190
-260
-376
-531
-715
-914
-1095
-1236
-1307
-1296
-1202
-1041
-839
-627
-432
-267
-136
-22
99
244
408
569
684
717
647
487
293
126
40
54
141
247
304
270
140
-44
-212
-308
-292
-167
30
255
459
608
687
691
621
465
221
-107
-489
-885
-1227
-1453
-1521
-1413
-1146
-762
-321
116
493
782
965
1046
1033
941
795
617
424
231
53
-99
-211
-269
-275
-238
-176
-113
-76
-81
-135
-235
-359
-473
-533
-498
-344
-70
285
660
972
1154
1159
989
687
320
-22
-287
-453
-538
-582
-628
-702
-806
-916
-997
-1006
-917
-718
-418
-48
358
746
1061
1253
1287
1161
911
604
310
85
-60
-151
-238
-375
-583
-842
-1110
-1320
-1418
-1376
-1192
-894
-531
-155
197
483
691
822
886
903
890
861
822
773
707
627
541
461
400
365
339
295
197
27
-219
-496
-756
-941
-1002
-924
-719
-429
-106
201
459
636
729
733
662
525
330
93
-166
-410
-611
-735
-775
-743
-679
-636
-660
-772
-956
-1155
-1282
-1257
-1031
-620
-77
496
1016
1400
1599
1609
1450
1172
824
452
88
-243
-530
-761
-923
-1007
-1000
-897
-700
-421
-80
279
626
913
1103
1178
1136
1004
824
642
505
433
428
464
497
486
405
257
67
-133
-320
-481
-628
-781
-960
-1164
-1374
-1541
-1615
-1565
-1389
-1127
-836
-584
-405
-286
-178
-22
229
568
947
1285
1514
1584
1499
1302
1058
831
647
505
385
269
151
35
-74
-175
-284
-419
-598
-822
-1065
-1280
-1423
-1458
-1383
-1216
-996
-771
-559
-364
-175
13
197
350
439
436
338
175
-1
-122
-140
-45
137
346
504
557
487
327
140
5
-17
91
294
512
658
675
549
332
99
-71
-123
-64
68
209
300
309
240
123
-6
-121
-211
-278
-330
-367
-374
-336
-247
-118
25
151
230
250
214
140
56
-14
-66
-106
-157
-240
-371
-532
-687
-780
-757
-592
-284
122
576
1020
1399
1668
1800
1773
1582
1238
763
215
-362
-903
-1359
-1698
-1918
-2033
-2062
-2017
-1892
-1677
-1356
-931
-426
107
626
1075
1414
1623
1704
1666
1536
1336
1080
781
423
2
-483
-1014
-1547
-1998
-2305
-2401
-2251
-1863
-1272
-553
195
887
1462
1865
2105
2189
2137
1974
1712
1369
952
473
-57
-587
-1079
-1471
-1719
-1795
-1697
-1447
-1088
-679
-277
60
306
458
533
561
581
614
668
735
800
843
847
799
695
541
345
132
-79
-270
-429
-550
-640
-710
-757
-775
-742
-634
-424
-111
292
733
1155
1496
1703
1744
1617
1342
957
506
21
-443
-864
-1208
-1448
-1551
-1499
-1281
-913
-443
57
482
766
870
811
655
478
352
311
338
382
374
264
34
-283
-628
-939
-1161
-1276
-1298
-1257
-1182
-1094
-1006
-925
-859
-816
-796
-784
-749
-655
-486
-236
66
376
641
827
916
916
860
790
750
757
802
853
867
803
644
402
123
-126
-274
-274
-118
158
482
789
1015
1133
1144
1064
919
720
468
162
-187
-562
-908
-1160
-1265
-1190
-956
-614
-242
76
275
327
239
51
-173
-376
-501
-533
-483
-397
-327
-313
-368
-477
-593
-669
-658
-542
-338
-84
158
349
460
491
464
416
380
367
372
381
371
334
271
203
153
143
186
277
391
496
561
565
502
376
204
-5
-228
-468
-713
-949
-1143
-1256
-1238
-1068
-767
-394
-44
196
285
225
68
-115
-254
-310
-284
-211
-143
-120
-155
-229
-300
-330
-297
-204
-82
28
97
112
84
37
2
-8
12
48
86
118
149
204
311
480
693
911
1073
1125
1040
831
561
304
124
46
52
95
118
85
-13
-156
-306
-429
-504
-526
-510
-477
-449
-442
-460
-497
-538
-570
-588
-589
-585
-586
-601
-626
-640
-609
-497
-286
14
367
707
979
1144
1199
1177
1122
1071
1028
967
846
631
323
-39
-390
-660
-809
-830
-766
-677
-615
-612
-668
-757
-840
-871
-824
-687
-479
-230
27
267
489
697
910
1135
1369
1576
1720
1762
1672
1455
1128
739
329
-74
-466
-838
-1190
-1492
-1699
-1753
-1618
-1292
-824
-303
172
503
658
643
501
288
42
-204
-436
-635
-780
-841
-802
-662
-442
-191
50
243
371
440
465
465
447
409
338
223
61
-135
-339
-509
-615
-631
-562
-428
-256
-79
80
204
277
291
247
162
61
-18
-43
10
148
352
590
814
990
1091
1120
1084
1002
886
739
561
356
129
-109
-334
-539
-723
-895
-1056
-1205
-1316
-1353
-1278
-1076
-763
-382
4
339
578
719
778
788
774
747
699
613
461
233
-65
-415
-774
-1093
-1323
-1425
-1369
-1157
-804
-348
153
649
1075
1389
1567
1602
1498
1272
938
519
56
-425
-871
-1234
-1484
-1609
-1624
-1554
-1427
-1254
-1042
-781
-474
-127
239
597
910
1157
1325
1410
1412
1328
1159
914
614
290
-10
-265
-460
-611
-747
-903
-1089
-1284
-1440
-1499
-1411
-1156
-750
-249
268
725
1055
1225
1242
1141
982
821
695
611
549
470
341
146
-91
-333
-505
-563
-481
-265
39
379
683
901
999
966
819
595
346
124
-32
-109
-110
-63
-5
36
39
3
-62
-143
-228
-328
-467
-687
-1017
-1463
-1966
-2454
-2822
-2969
-2831
-2392
-1702
-867
-17
737
1300
1650
1806
1814
1728
1588
1406
1175
887
552
218
-62
-231
-254
-137
80
333
554
701
765
766
736
715
724
762
804
812
750
599
359
62
-256
-556
-811
-1006
-1146
-1237
-1282
-1279
-1224
-1111
-947
-747
-538
-352
-204
-103
-41
-8
5
5
-4
-17
-19
7
89
238
447
683
902
1043
1075
992
816
600
388
224
129
91
91
102
107
101
89
76
58
27
-32
-135
-293
-498
-739
-984
-1202
-1367
-1467
-1500
-1469
-1364
-1174
-890
-509
-51
451
953
1416
1785
2012
2053
1879
1495
924
220
-532
-1228
-1793
-2150
-2268
-2172
-1910
-1565
-1193
-838
-515
-222
72
394
756
1158
1574
1941
2212
2336
2288
2067
1692
1208
662
110
-397
-796
-1066
-1200
-1219
-1164
-1066
-954
-831
-686
-503
-283
-41
189
366
446
405
239
-21
-324
-611
-816
-911
-896
-796
-649
-481
-309
-130
68
306
588
912
1257
1579
1831
1974
1980
1845
1591
1248
869
482
104
-263
-624
-987
-1331
-1623
-1825
-1905
-1846
-1656
-1364
-1016
-669
-365
-140
-8
40
30
2
-15
-12
-2
-18
-97
-257
-485
-729
-914
-951
-788
-425
84
629
1109
1418
1507
1387
1106
762
435
183
35
-17
-3
45
98
140
162
165
154
141
139
163
223
321
443
567
662
695
649
517
313
72
-171
-381
-537
-636
-690
-716
-729
-739
-750
-758
-755
-730
-674
-583
-466
-346
-246
-192
-189
-224
-262
-249
-139
86
414
771
1078
1249
1236
1039
708
330
-9
-247
-366
-385
-355
-321
-306
-306
-301
-271
-205
-112
-7
92
180
258
335
415
493
550
555
482
318
81
-202
-489
-735
-904
-980
-963
-867
-717
-531
-323
-91
164
438
704
933
1073
1084
946
672
322
-41
-346
-543
-608
-556
-417
-235
-44
134
292
431
547
620
633
567
418
196
-70
-344
-567
-698
-706
-586
-365
-88
180
379
462
404
213
-73
-391
-673
-858
-928
-882
-750
-572
-384
-216
-71
54
181
324
496
686
872
1013
1064
986
772
442
54
-309
-585
-719
-704
-579
-404
-250
-154
-121
-116
-83
29
250
565
922
1254
1482
1566
1496
1280
947
516
9
-550
-1129
-1687
-2151
-2478
-2628
-2588
-2378
-2036
-1618
-1179
-751
-336
69
496
947
1411
1841
2193
2409
2460
2342
2073
1695
1240
743
225
-284
-773
-1202
-1529
-1711
-1720
-1546
-1209
-760
-267
184
541
763
856
856
811
760
724
687
617
479
241
-94
-499
-916
-1290
-1555
-1684
-1665
-1506
-1233
-865
-436
18
459
852
1154
1347
1418
1359
1183
905
561
194
-141
-393
-508
-473
-302
-40
249
515
706
790
764
638
442
198
-64
-326
-570
-787
-958
-1071
-1117
-1096
-1026
-929
-839
-773
-742
-739
-747
-742
-700
-605
-457
-262
-38
192
404
586
720
802
847
878
919
986
1072
1156
1208
1203
1129
990
810
614
439
302
207
152
126
115
113
114
113
97
49
-48
-209
-428
-683
-950
-1186
-1354
-1428
-1400
-1280
-1087
-853
-607
-372
-166
0
124
212
268
298
303
275
216
133
32
-69
-158
-220
-248
-235
-181
-93
19
133
229
289
305
282
239
200
189
213
265
322
354
338
262
139
-1
-114
-170
-154
-78
23
109
149
133
72
-5
-72
-109
-114
-101
-90
-103
-149
-218
-280
-296
-233
-77
163
446
716
915
991
922
716
406
58
-279
-565
-780
-923
-1008
-1051
-1057
-1025
-942
-804
-609
-372
-112
144
383
586
739
825
834
762
612
399
152
-98
-327
-507
-617
-645
-588
-461
-279
-71
137
321
465
555
590
566
488
368
227
96
8
-13
35
134
241
313
308
212
33
-197
-438
-644
-792
-867
-874
-826
-735
-613
-468
-299
-113
80
278
456
590
652
620
496
306
97
-76
-171
-176
-108
-6
92
169
230
296
388
510
636
731
749
671
502
271
23
-218
-449
-681
-924
-1183
-1429
-1619
-1701
-1636
-1417
-1070
-648
-210
185
521
786
987
1138
1239
1277
1234
1092
854
547
198
-137
-420
-625
-747
-790
-768
-689
-559
-389
-191
10
187
324
417
482
546
639
776
952
1150
1338
1477
1530
1476
1300
1004
607
143
-333
-779
-1147
-1411
-1575
-1662
-1707
-1737
-1759
-1759
-1698
-1538
-1244
-818
-294
268
773
1162
1388
1432
1305
1038
677
268
-141
-506
-775
-919
-928
-814
-611
-358
-99
134
335
504
655
803
950
1084
1177
1192
1095
873
543
138
-273
-640
-920
-1091
-1158
-1145
-1080
-993
-900
-806
-709
-606
-497
-390
-290
-189
-73
83
295
554
811
1009
1087
1018
823
568
336
202
194
274
365
376
259
27
-243
-457
-525
-416
-159
168
466
674
767
762
706
637
582
529
454
331
160
-45
-253
-432
-560
-644
-699
-749
-808
-876
-928
-939
-889
-777
-628
-479
-373
-336
-366
-434
-481
-454
-322
-83
223
544
817
995
1054
999
864
683
494
321
176
60
-28
-99
-163
-238
-324
-423
-517
-573
-554
-432
-202
107
429
684
784
688
392
-53
-551
-1010
-1345
-1514
-1525
-1418
-1255
-1075
-892
-694
-456
-152
222
648
1073
1431
1642
1669
1509
1201
826
446
121
-122
-288
-393
-454
-485
-485
-443
-351
-204
-16
195
407
592
725
801
817
784
721
643
564
490
417
331
222
78
-98
-289
-466
-603
-683
-703
-675
-617
-546
-476
-415
-364
-327
-309
-320
-364
-445
-555
-669
-772
-837
-846
-786
-647
-433
-156
170
529
898
1253
1562
1796
1921
1920
1785
1533
1198
816
439
82
-247
-566
-894
-1252
-1626
-1972
-2215
-2278
-2109
-1703
-1114
-426
245
823
1236
1456
1492
1377
1160
886
599
332
108
-70
-202
-304
-399
-507
-631
-766
-890
-974
-997
-953
-852
-708
-536
-339
-117
137
418
703
944
1097
1121
1013
802
550
329
186
137
158
194
186
89
-101
-353
-613
-813
-907
-882
-741
-511
-219
93
390
634
794
840
763
569
289
-28
-333
-570
-711
-746
-689
-565
-392
-185
37
266
499
728
