lat,lon,dep,x,y,mag
40.7231667,-112.0201667,3.62,16.437362,3.620000,0.77
40.7625,-112.0853333,10.76,12.114691,10.760000,1.27
40.7443333,-112.024,9.36,16.673954,9.360000,0.17
40.7286667,-112.0993333,6.7,10.081665,6.700000,0.31
40.7351667,-112.0403333,9.54,15.094394,9.540000,0.92
40.7396667,-112.0391667,10.16,15.307455,10.160000,0.92
40.7388333,-112.0355,9.84,15.586709,9.840000,0.98
40.7418333,-112.037,9.97,15.541773,9.970000,2.31
40.7346667,-112.045,9.31,14.698280,9.310000,0.21
40.7345,-112.0663333,8.09,12.942779,8.090000,0.22
40.7413333,-112.071,7.36,12.738110,7.360000,-0.03
40.7395,-112.0758333,8.64,12.293555,8.640000,0.86
40.7708333,-112.0803333,10.25,12.742564,10.250000,0.19
40.7878333,-111.9438333,9.98,24.383507,9.980000,0.72
40.7256667,-112.0806667,10.9,11.535570,10.900000,0.74
40.7265,-112.0786667,11.03,11.721514,11.030000,1.81
40.703,-112.092,11.55,10.012928,11.550000,0.93
40.8145,-112.0056667,7.34,20.004942,7.340000,0.84
40.716,-112.0765,10.72,11.625208,10.720000,1.01
40.7596667,-111.9518333,7.01,22.995982,7.010000,0.82
40.729,-112.0591667,8.11,13.387544,8.110000,0.64
40.7328333,-112.0651667,8.31,12.995040,8.310000,0.69
40.7765,-112.0931667,9.72,11.837880,9.720000,2.11
40.7773333,-112.0916667,9.85,11.982695,9.850000,1.64
40.7346667,-112.0688333,9.49,12.741923,9.490000,2.09
40.735,-112.0663333,9.15,12.955829,9.150000,1.83
40.74,-112.0736667,8.39,12.484433,8.390000,1.16
40.7468333,-112.0838333,9.68,11.828517,9.680000,-0.05
40.773,-112.1108333,6.84,10.297253,6.840000,-0.2
40.762,-112.0835,8.47,12.252043,8.470000,0.25
40.7713333,-111.9808333,8.77,20.919130,8.770000,0.76
40.7283333,-111.9683333,4.79,20.827747,4.790000,1.13
40.7488333,-112.09,7.51,11.374713,7.510000,0.46
40.7356667,-112.043,7.52,14.888526,7.520000,0.87
40.7543333,-111.9483333,6.96,23.144825,6.960000,0.75
40.7321667,-112.068,9.76,12.745069,9.760000,0.24
40.7138333,-112.0981667,8.15,9.789703,8.150000,-0.19
40.7316667,-112.0401667,8.9,15.016834,8.900000,0.87
40.7265,-112.06,7.63,13.253909,7.630000,0.81
40.7401667,-112.0583333,9.37,13.747294,9.370000,0.3
40.746,-112.061,9.34,13.680627,9.340000,1.16
40.7443333,-112.0436667,10.34,15.059752,10.340000,0.28
40.7463333,-112.0475,8.55,14.797285,8.550000,1.05
40.7628333,-112.0838333,9.53,12.246464,9.530000,0.35
40.7273333,-112.056,4.36,13.604026,4.360000,1.62
40.7246667,-112.0625,4.24,13.000835,4.240000,0.8
40.7286667,-112.0596667,8.11,13.337803,8.110000,1.26
40.7511667,-111.9636667,6.29,21.803981,6.290000,0.45
40.7305,-112.0808333,8.75,11.648126,8.750000,0.46
40.7286667,-112.0743333,9.82,12.133817,9.820000,0.92
40.7485,-111.9693333,6.27,21.269564,6.270000,0.44
40.742,-112.0691667,9.43,12.905979,9.430000,2.69
40.7623333,-111.981,6.57,20.671495,6.570000,2.37
40.7398333,-112.0893333,10.09,11.194269,10.090000,0.4
40.7273333,-112.069,8.44,12.536819,8.440000,0.61
40.7316667,-112.0666667,9.23,12.841464,9.230000,0.81
40.7236667,-112.0483333,7.24,14.137811,7.240000,0.45
40.7348333,-112.0615,7.9,13.348212,7.900000,0.77
40.7505,-111.9688333,6.01,21.362567,6.010000,0.95
40.7365,-112.0556667,8.6,13.870513,8.600000,0.69
40.739,-112.0838333,7.72,11.623900,7.720000,0.19
40.725,-112.0636667,8.76,12.913751,8.760000,0.48
40.7413333,-112.0556667,8.29,13.996597,8.290000,1.46
40.7391667,-112.0441667,10.07,14.884008,10.070000,2.01
40.7366667,-112.0588333,9.78,13.614939,9.780000,1.35
40.733,-112.0576667,9.6,13.615037,9.600000,1.87
40.7321667,-112.0535,9.25,13.935335,9.250000,1.04
40.797,-112.0968333,9.11,12.072971,9.110000,0.37
40.7288333,-112.064,9.14,12.986424,9.140000,0.52
40.725,-112.0651667,8.86,12.790608,8.860000,-0.14
40.7586667,-112.077,10.53,12.698300,10.530000,0.26
40.7373333,-112.0636667,7.59,13.235602,7.590000,0.42
40.7415,-112.0735,7.95,12.537278,7.950000,0.92
40.7138333,-112.0775,9.08,11.486526,9.080000,1.28
40.7511667,-111.9713333,2.82,21.174680,2.820000,1.01
40.7286667,-112.0596667,10.1,13.337803,10.100000,0.26
40.7611667,-112.1278333,4.2,8.593082,4.200000,0.82
40.715,-112.0715,10.23,12.009625,10.230000,1.59
40.7213333,-112.0645,9.58,12.749651,9.580000,-0.06
40.7248333,-112.0623333,7.16,13.018867,7.160000,0.54
40.7383333,-112.0675,8.09,12.947066,8.090000,0.66
40.764,-112.0415,7.81,15.750286,7.810000,0.75
40.7341667,-112.0905,8.16,10.950451,8.160000,0.14
40.7373333,-112.0703333,8.13,12.688410,8.130000,0.83
40.7255,-112.0583333,9.04,13.364647,9.040000,0.9
40.7343333,-112.0565,8.08,13.745590,8.080000,0.32
40.7348333,-112.0623333,8.91,13.279811,8.910000,1.49
40.7368333,-112.0665,8.29,12.989995,8.290000,0.27
40.7345,-112.0648333,9.16,13.065905,9.160000,0.27
40.7375,-112.0618333,7.87,13.390438,7.870000,0.66
40.7383333,-112.0633333,8.08,13.289063,8.080000,0.31
40.7371667,-112.0693333,8.68,12.766140,8.680000,0.51
40.7216667,-112.0648333,9.4,12.730988,9.400000,0.12
40.7268333,-112.0671667,8.85,12.674267,8.850000,0.76
40.7193333,-112.0863333,9.79,10.904943,9.790000,-0.01
40.7303333,-112.0606667,9.19,13.299196,9.190000,2.76
40.7271667,-112.0553333,8.57,13.654413,8.570000,0.66
40.7236667,-112.0548333,9.32,13.604162,9.320000,0.46
40.7245,-112.0676667,9.85,12.572320,9.850000,-0.17
40.732,-112.1126667,7.3,9.074419,7.300000,-0.11
40.7285,-112.0568333,8.74,13.566054,8.740000,0.92
40.7436667,-112.0681667,5.7,13.031557,5.700000,0.13
40.7266667,-112.0645,8.47,12.888837,8.470000,0.58
40.7323333,-112.0603333,8.55,13.378749,8.550000,1.24
40.7286667,-112.077,9.27,11.914912,9.270000,0.72
40.729,-112.0588333,9.3,13.414914,9.300000,0.53
40.7376667,-112.0673333,8.2,12.943350,8.200000,0.31
40.7763333,-112.098,9.49,11.437070,9.490000,1.45
40.7786667,-112.0921667,10.38,11.976528,10.380000,0.25
40.7388333,-112.0648333,8.38,13.178994,8.380000,0.55
40.7255,-112.0783333,8.01,11.722769,8.010000,0.92
40.7326667,-112.0588333,9.46,13.510578,9.460000,1.8
40.7471667,-111.961,6.67,21.918997,6.670000,0.44
40.751,-112.0608333,8.87,13.824774,8.870000,0.89
40.744,-112.0585,7.24,13.833623,7.240000,-0.08
40.7523333,-112.0618333,8.56,13.777502,8.560000,0.43
40.7375,-112.0683333,8.33,12.856919,8.330000,0.29
40.737,-112.0606667,8.61,13.473147,8.610000,0.34
40.7376667,-112.0736667,8.78,12.423514,8.780000,0.26
40.7386667,-112.0631667,10.13,13.311438,10.130000,2.1
40.726,-112.0598333,8.24,13.254549,8.240000,0.43
40.7265,-112.0656667,8.47,12.788708,8.470000,0.8
40.7323333,-112.0636667,8.41,13.105121,8.410000,0.36
40.727,-112.0605,6.24,13.225908,6.240000,0.53
40.7426667,-112.101,8.09,10.310849,8.090000,0.04
40.7306667,-111.944,6.19,22.886401,6.190000,0.4
40.7488333,-111.9581667,5.83,22.194858,5.830000,0.67
40.736,-112.0661667,8.28,12.995603,8.280000,0.52
40.7286667,-112.055,9.12,13.720903,9.120000,0.87
40.726,-112.0796667,9.15,11.626365,9.150000,0.44
40.7361667,-112.0741667,7.14,12.343311,7.140000,0.57
40.74,-112.065,7.84,13.195760,7.840000,0.4
40.7371667,-112.0685,9,12.834537,9.000000,0.61
40.7365,-112.0613333,8.66,13.405385,8.660000,0.97
40.731,-112.0621667,7.53,13.193459,7.530000,0.81
40.7366667,-112.0478333,8.58,14.517856,8.580000,0.97
40.7388333,-112.0658333,7.67,13.096916,7.670000,0.48
40.725,-112.0628333,9.07,12.982169,9.070000,0.56
40.7395,-112.0693333,8.51,12.827047,8.510000,0.9
40.7405,-112.0636667,6.46,13.318241,6.460000,0.69
40.7351667,-112.059,8,13.562121,8.000000,1.29
40.7416667,-112.0721667,9.34,12.651058,9.340000,1.17
40.7446667,-112.0795,8.32,12.127545,8.320000,0.77
40.7363333,-112.0568333,9.28,13.770406,9.280000,1.66
40.7385,-112.0663333,9.01,13.047178,9.010000,1.4
40.7358333,-112.0621667,9.52,13.319581,9.520000,4.19
40.7325,-112.0605,8.03,13.369415,8.030000,1.14
40.7366667,-112.0783333,8.43,12.014378,8.430000,0.94
40.7473333,-112.0715,7.86,12.853710,7.860000,1.08
40.744,-112.0828333,3.81,11.836575,3.810000,0.5
40.737,-112.0526667,9.15,14.129804,9.150000,0.46
40.7358333,-112.0638333,8.41,13.182783,8.410000,0.15
40.736,-112.0641667,7.8,13.159767,7.800000,0.37
40.7253333,-112.0558333,8.55,13.565539,8.550000,0.59
40.7341667,-112.0613333,7.73,13.344501,7.730000,0.45
40.762,-112.0851667,8.77,12.115297,8.770000,0.79
40.7371667,-112.061,7.93,13.450139,7.930000,0.5
40.8001667,-111.9793333,7.18,21.791698,7.180000,0.91
40.8513333,-111.9931667,2.74,21.988034,2.740000,1.39
40.7233333,-112.0525,9,13.787029,9.000000,0.63
40.7285,-112.0638333,8.35,12.991410,8.350000,0.88
40.733,-112.064,7.69,13.095160,7.690000,1.03
40.7295,-112.058,8.97,13.496365,8.970000,1.78
40.7285,-112.0635,8.67,13.018771,8.670000,0.76
40.7463333,-111.9571667,9.02,22.212034,9.020000,0.51
40.7455,-111.9545,4.36,22.409314,4.360000,0.77
40.7331667,-112.0586667,8.77,13.537299,8.770000,1.61
40.735,-112.0653333,7.68,13.037912,7.680000,0.84
40.7223333,-112.0653333,8.51,12.707335,8.510000,1.2
40.7255,-112.063,8.07,12.981532,8.070000,0.62
40.7278333,-112.0683333,9.48,12.604600,9.480000,0.59
40.7658333,-112.0731667,10.26,13.199939,10.260000,0.69
40.7353333,-112.064,8.59,13.156051,8.590000,0.69
40.7266667,-112.0596667,9.35,13.285620,9.350000,0.56
40.7335,-112.068,8.2,12.779870,8.200000,0.68
40.7316667,-112.0566667,7.83,13.662341,7.830000,0.66
40.7305,-112.0621667,8.1,13.180412,8.100000,0.8
40.7478333,-111.956,5.78,22.346756,5.780000,0.47
40.7398333,-112.0845,10.37,11.590949,10.370000,0.74
40.7321667,-112.0651667,9.04,12.977643,9.040000,0.49
40.7248333,-112.0588333,9.02,13.306205,9.020000,0.52
40.7358333,-112.0578333,8.52,13.675279,8.520000,1.2
40.7315,-112.0598333,8.55,13.398051,8.550000,0.67
40.732,-112.0686667,8.32,12.685991,8.320000,0.54
40.7258333,-112.059,8.88,13.318609,8.880000,0.85
40.7236667,-112.0616667,8.86,13.043152,8.860000,0.45
40.7276667,-112.0821667,6.92,11.464671,6.920000,-0.21
40.7475,-112.0591667,9.51,13.870223,9.510000,0.7
40.7246667,-112.0683333,9.55,12.521947,9.550000,-0.01
40.7226667,-112.0673333,9.5,12.551841,9.500000,0.08
40.7336667,-112.0603333,8.67,13.413540,8.670000,0.31
40.73,-112.0611667,8.2,13.249455,8.200000,0.91
40.7278333,-112.0591667,8.55,13.357105,8.550000,1.01
40.7241667,-112.0581667,9.62,13.343539,9.620000,0.24
40.7378333,-112.0493333,8.19,14.425152,8.190000,0.85
40.7271667,-112.0633333,8.5,12.997663,8.500000,0.46
40.7266667,-112.0581667,9.2,13.408762,9.200000,0.19
40.7336667,-112.0628333,8.79,13.208327,8.790000,0.46
40.7278333,-112.0628333,8.7,13.056104,8.700000,0.48
40.7343333,-112.0685,8.94,12.760579,8.940000,0.14
40.7378333,-112.0611667,9.01,13.453850,9.010000,0.32
40.729,-112.0471667,9.08,14.372658,9.080000,0.06
40.7313333,-112.0845,7.89,11.368913,7.890000,0.12
40.7318333,-112.0356667,10.76,15.390594,10.760000,-0.02
40.73,-112.071,7.26,12.442251,7.260000,0.21
40.729,-112.0573333,9.45,13.538051,9.450000,0.48
40.7281667,-112.063,8.95,13.051119,8.950000,0.45
40.732,-112.0586667,8.07,13.506860,8.070000,0.88
40.734,-112.0646667,8.91,13.066531,8.910000,0.69
40.7346667,-112.0616667,8.03,13.330181,8.030000,0.53
40.7253333,-112.0665,8.81,12.689849,8.810000,0.56
40.7341667,-112.0598333,9.48,13.467629,9.480000,0.53
40.7228333,-112.0595,9.38,13.199289,9.380000,0.45
40.7315,-112.0648333,8.38,12.987612,8.380000,0.95
40.7303333,-112.0566667,8.5,13.627556,8.500000,1.66
40.7338333,-112.0576667,9.03,13.636776,9.030000,4.17
40.7416667,-112.0716667,8.95,12.692095,8.950000,1.98
40.7365,-112.0693333,9.6,12.748737,9.600000,0.56
40.7583333,-112.0801667,10.05,12.429762,10.050000,0.7
40.7346667,-112.0293333,4,15.984346,4.000000,0.71
40.7403333,-112.0636667,9.12,13.313891,9.120000,0.92
40.7388333,-112.0441667,9.84,14.875316,9.840000,0.82
40.7583333,-111.9715,9.19,21.347207,9.190000,0.92
40.7333333,-111.9691667,6.75,20.889213,6.750000,0.97
40.7361667,-111.9678333,6.93,21.072298,6.930000,0.75
40.7445,-112.0365,9.96,15.652315,9.960000,0.43
40.7331667,-112.0361667,9.23,15.384298,9.230000,-0.05
40.7426667,-112.046,8,14.824789,8.000000,0.69
40.7501667,-112.0735,10.18,12.763554,10.180000,1.9
40.7423333,-112.0711667,5.44,12.750534,5.440000,-0.04
40.7363333,-112.0736667,8.79,12.388701,8.790000,0.47
40.7385,-112.0733333,9.72,12.472635,9.720000,1.58
40.7416667,-112.0773333,7.89,12.227022,7.890000,0.28
40.7385,-112.078,8.94,12.089609,8.940000,1.2
40.7378333,-112.0771667,8.39,12.140594,8.390000,1.01
40.7385,-112.0701667,9.19,12.732540,9.190000,2.11
40.7393333,-112.0706667,9.02,12.713255,9.020000,2.41
40.7298333,-112.0678333,9.94,12.697848,9.940000,0.34
40.74,-112.0448333,9.4,14.851019,9.400000,0.46
40.7348333,-112.0413333,9.38,15.003615,9.380000,0.28
40.74,-112.0456667,9.35,14.782613,9.350000,0.07
40.7403333,-112.0465,9.88,14.722906,9.880000,1.89
40.7366667,-112.0273333,8.88,16.200631,8.880000,1.34
40.7383333,-112.0425,8.81,14.999088,8.810000,0.91
40.7543333,-111.99,4.27,19.724854,4.270000,0.55
40.7255,-112.0778333,10.7,11.763814,10.700000,0.87
40.7288333,-112.0496667,9.05,14.163076,9.050000,0.46
40.7266667,-112.07,9.82,12.437327,9.820000,0.67
40.73,-112.0618333,8.69,13.194734,8.690000,1.77
40.7576667,-112.0443333,7.98,15.352680,7.980000,1.1
40.7601667,-112.0485,7.68,15.075961,7.680000,0.91
40.7626667,-112.0586667,7.16,14.306967,7.160000,0.24
40.7595,-112.0726667,7.85,13.075610,7.850000,0.17
40.7673333,-112.0498333,6.61,15.153461,6.610000,1.32
40.7583333,-112.0431667,7.76,15.465789,7.760000,1.11
40.763,-112.0438333,6.73,15.532762,6.730000,1.61
40.7608333,-112.0933333,11.02,11.414783,11.020000,-0.04
40.7308333,-112.0411667,9.53,14.913017,9.530000,0.25
40.7686667,-111.991,3.63,20.015552,3.630000,0.95
40.748,-112.0603333,9.49,13.787528,9.490000,0.23
40.7538333,-112.0886667,8.25,11.614762,8.250000,0.82
40.8545,-111.988,6.56,22.493824,6.560000,2.27
40.7341667,-112.1058333,9.6,9.691941,9.600000,-0.03
40.8486667,-111.9853333,7.98,22.560682,7.980000,2.3
40.7441667,-112.0815,10.41,11.950350,10.410000,0.49
40.7251667,-112.0666667,8.24,12.671816,8.240000,0.64
40.729,-112.0635,8.99,13.031819,8.990000,0.24
40.75,-112.0545,9.02,14.318429,9.020000,0.36
40.7516667,-112.0595,8.59,13.951585,8.590000,0.59
40.7326667,-112.0796667,11.69,11.800471,11.690000,1
40.74,-112.047,8.38,14.673175,8.380000,0.55
40.7235,-111.958,3.23,21.550742,3.230000,0.73
40.8353333,-111.9951667,10.75,21.407888,10.750000,0.68
40.7426667,-112.0636667,9.46,13.374784,9.460000,0.59
40.7535,-112.077,10.19,12.563380,10.190000,0.72
40.745,-112.0738333,9.19,12.601305,9.190000,1.03
40.7381667,-112.057,7.21,13.804553,7.210000,0.29
40.7461667,-112.0241667,5.85,16.708027,5.850000,0.62
40.7743333,-111.9728333,9.72,21.653538,9.720000,0.41
40.7281667,-112.0796667,11.13,11.682950,11.130000,0.07
40.7541667,-112.076,10.57,12.662847,10.570000,1.33
40.7388333,-112.0476667,9.63,14.588028,9.630000,0.82
40.763,-112.083,9.72,12.319186,9.720000,0.84
40.7631667,-112.0858333,9.6,12.091085,9.600000,1.63
40.7973333,-111.9781667,6.14,21.813736,6.140000,0.73
40.7206667,-111.9498333,4.76,22.147856,4.760000,0.53
40.7726667,-111.9716667,7.93,21.705958,7.930000,0.76
40.7833333,-112.042,3.16,16.213291,3.160000,-0.06
40.7348333,-111.9711667,3.38,20.763976,3.380000,1.61
40.7353333,-112.042,9.08,14.961921,9.080000,0.48
40.7225,-112.0753333,10.11,11.890714,10.110000,0.86
40.7433333,-112.0726667,9.78,12.653533,9.780000,0.77
40.7315,-112.0293333,8.83,15.901842,8.830000,0.89
40.7653333,-111.9831667,6.76,20.571674,6.760000,1.72
40.752,-111.9665,4.92,21.593059,4.920000,1.27
40.732,-112.0436667,7.29,14.738203,7.290000,0.65
40.752,-111.9676667,3.65,21.497293,3.650000,1.25
40.7571667,-112.0765,9.87,12.700156,9.870000,0.3
40.7588333,-111.95,6.94,23.124821,6.940000,0.49
40.7406667,-112.0405,9.16,15.224082,9.160000,0.93
40.7645,-112.1698333,1.98,5.235126,1.980000,0.44
40.8488333,-111.9873333,8.5,22.401097,8.500000,0.68
40.7766667,-112.0901667,9.71,12.088314,9.710000,0.88
40.7663333,-111.9825,6.27,20.652382,6.270000,1.85
40.732,-112.0903333,11.39,10.907520,11.390000,0.48
40.7623333,-112.0821667,10.29,12.370140,10.290000,1.62
40.743,-112.0665,8.79,13.150945,8.790000,2.25
40.7271667,-112.0565,9.41,13.558633,9.410000,0.44
40.7656667,-112.1056667,9.31,10.529293,9.310000,-0.08
40.8498333,-111.9878333,6.86,22.386123,6.860000,0.8
40.7418333,-112.0748333,7.9,12.436553,7.900000,0.91
40.7655,-111.986,6.15,20.343501,6.150000,0.46
40.7448333,-112.0658333,9.02,13.253510,9.020000,0.85
40.7773333,-112.1208333,8.56,9.590394,8.560000,0.37
40.8561667,-111.9876667,0.01,22.564483,0.010000,0.68
40.8655,-111.9813333,0.31,23.326155,0.310000,0.37
40.7621667,-112.1008333,7,10.834310,7.000000,0.17
40.781,-112.1041667,7.79,11.053274,7.790000,0.77
40.7593333,-112.056,9.1,14.438810,9.100000,0.48
40.7291667,-112.0678333,12.53,12.680449,12.530000,1.09
40.7431667,-112.0786667,5.74,12.156760,5.740000,0.85
40.8495,-111.993,5.17,21.954007,5.170000,2.17
40.7441667,-112.0486667,8.31,14.645030,8.310000,0.16
40.7445,-112.0648333,6.74,13.326882,6.740000,0.47
40.7456667,-112.0461667,8.56,14.889331,8.560000,1.04
40.7623333,-112.1041667,7.82,10.565189,7.820000,-0.13
40.7431667,-112.077,7.7,12.293546,7.700000,0.41
40.7303333,-112.0636667,9.3,13.052929,9.300000,-0.38
40.816,-112.174,8.03,6.244420,8.030000,0.44
40.7758333,-112.0983333,9.15,11.396661,9.150000,-0.02
40.7413333,-112.0423333,8.47,15.090981,8.470000,0.02
40.7386667,-112.0601667,5.99,13.557675,5.990000,0.5
40.7311667,-111.9613333,5.36,21.476115,5.360000,-0.15
40.7206667,-112.0718333,10.74,12.130192,10.740000,1.57
40.7221667,-112.0711667,11.29,12.224077,11.290000,1.55
40.7303333,-112.0511667,9.38,14.079057,9.380000,0.43
40.758,-112.0848333,10.65,12.038159,10.650000,0.14
40.7571667,-112.094,7.95,11.264259,7.950000,-0.12
40.7433333,-112.0485,9.98,14.636979,9.980000,2.52
40.7581667,-112.1075,9.16,10.182763,9.160000,0.03
40.7693333,-112.121,5.32,9.367376,5.320000,0.82
40.7423333,-112.0485,4.87,14.610901,4.870000,0.63
40.7368333,-112.0601667,9.11,13.509838,9.110000,-0.13
40.7586667,-112.0965,9.03,11.098343,9.030000,0.32
40.7471667,-112.0555,9.06,14.162451,9.060000,0.13
40.759,-112.0368333,7.78,16.002881,7.780000,0.12
40.7408333,-112.0533333,6,14.175074,6.000000,1.39
40.8433333,-111.9968333,6.4,21.479405,6.400000,0.88
40.7376667,-112.0713333,9.76,12.615035,9.760000,-0.09
40.7423333,-112.0455,9.67,14.857134,9.670000,1.89
40.734,-111.9615,2.78,21.536009,2.780000,0.44
40.728,-112.063,8.84,13.046769,8.840000,0.49
40.7521667,-112.0383333,8.46,15.701678,8.460000,0.11
40.73,-112.0678333,8.56,12.702199,8.560000,0.56
40.7661667,-112.079,9.74,12.730068,9.740000,0.56
40.7646667,-112.0951667,9.39,11.364552,9.390000,-0.28
40.7538333,-112.0828333,10.17,12.093424,10.170000,0.23
40.7543333,-112.0731667,10.06,12.899689,10.060000,0.2
40.7448333,-112.064,9.01,13.403970,9.010000,1.06
40.744,-111.9411667,2.13,23.464989,2.130000,0.69
40.7508333,-111.9416667,2.84,23.601237,2.840000,0.66
40.7301667,-112.043,8.71,14.745137,8.710000,0.42
40.7418333,-112.0371667,9.14,15.528090,9.140000,1.88
40.7411667,-112.0441667,9.79,14.936153,9.790000,0.55
40.7443333,-112.041,9.8,15.278624,9.800000,1.28
40.7293333,-112.058,10.97,13.492016,10.970000,0.71
40.7375,-112.0525,9.93,14.156529,9.930000,0.35
40.7435,-112.0465,9.78,14.805478,9.780000,2.11
40.7636667,-112.1063333,6.98,10.422308,6.980000,0.02
40.7425,-112.0475,8.79,14.697326,8.790000,0.39
40.751,-112.0785,4.72,12.375007,4.720000,1.05
40.737,-112.0313333,8.35,15.880962,8.350000,1.47
40.7373333,-112.0371667,9.11,15.410803,9.110000,0.48
40.744,-112.0406667,9.47,15.297292,9.470000,2.65
40.7285,-112.0818333,10.1,11.513804,10.100000,0.66
40.7395,-112.0398333,9.53,15.248393,9.530000,0.15
40.7361667,-112.0716667,9.36,12.548511,9.360000,0.49
40.7563333,-111.9895,7.26,19.817902,7.260000,0.24
40.7708333,-112.1025,10.71,10.924161,10.710000,0.51
40.7505,-112.0573333,8.28,14.098955,8.280000,0.16
40.7523333,-112.0386667,6.99,15.678660,6.990000,0.89
40.7408333,-112.0761667,8.04,12.301006,8.040000,0.72
40.7271667,-111.9633333,4.53,21.208008,4.530000,1.58
40.7326667,-112.0756667,7.59,12.128804,7.590000,0.96
40.7548333,-111.9673333,2.38,21.598263,2.380000,1.06
40.7296667,-111.9696667,2.15,20.752901,2.150000,0.6
40.8555,-111.9921667,1.55,22.178370,1.550000,1.38
40.7216667,-112.0703333,6.92,12.279445,6.920000,1.1
40.7636667,-112.0931667,9.45,11.502498,9.450000,0.47
40.7306667,-112.0666667,9.12,12.815364,9.120000,0.09
40.7356667,-112.037,9.51,15.381050,9.510000,0.26
40.7268333,-112.0401667,8.44,14.890842,8.440000,0.23
40.734,-112.0921667,9.57,10.809295,9.570000,0.41
40.7386667,-112.0915,9.43,10.985961,9.430000,0.72
40.7325,-112.0863333,8.22,11.248909,8.220000,-0.13
40.7395,-112.0655,9.47,13.141672,9.470000,0.67
40.7398333,-112.0488333,9.12,14.518350,9.120000,0.8
40.75,-112.1033333,7,10.311098,7.000000,0.07
40.7681667,-112.0773333,9.54,12.919035,9.540000,1.18
40.716,-112.074,9.25,11.830468,9.250000,1.24
40.716,-112.0773333,10.64,11.556791,10.640000,0.46
40.7221667,-112.082,9.31,11.334703,9.310000,0.31
40.7253333,-112.064,8.35,12.895086,8.350000,1.1
40.8161667,-112.168,10.57,6.740555,10.570000,2.4
40.7353333,-112.0726667,9.15,12.444673,9.150000,0.76
40.7551667,-112.0525,7.28,14.617325,7.280000,0.73
40.854,-111.9901667,5.12,22.303256,5.120000,1.23
40.747,-112.0821667,6.54,11.969640,6.540000,0.37
40.7626667,-112.0815,10.65,12.433548,10.650000,1.18
40.7473333,-112.0475,8.36,14.823362,8.360000,0.55
40.7591667,-112.0756667,9.3,12.820755,9.300000,1.39
40.7328333,-112.0571667,5.46,13.651731,5.460000,0.86
40.7335,-112.0521667,5.82,14.079559,5.820000,0.63
40.7343333,-112.062,5.46,13.294123,5.460000,0.64
40.7308333,-112.053,4.72,13.941600,4.720000,0.69
40.734,-112.0636667,5.46,13.148615,5.460000,0.14
40.7643333,-111.9608333,4.78,22.378496,4.780000,0.66
40.7366667,-112.0296667,10.62,16.009086,10.620000,0.1
40.7398333,-112.059,6.34,13.683875,6.340000,1.08
40.6971667,-112.1118333,10.15,8.231757,10.150000,0.81
40.6953333,-112.1175,11.25,7.718449,11.250000,0.92
40.753,-112.083,9.65,12.057979,9.650000,1.08
40.741,-112.0496667,9.04,14.480371,9.040000,0.44
40.7518333,-112.0601667,6.39,13.901221,6.390000,0.73
40.7511667,-112.0723333,7.2,12.885404,7.200000,0.16
40.7218333,-112.0651667,11.41,12.707964,11.410000,0.13
40.7433333,-112.069,9.63,12.954464,9.630000,0.35
40.719,-112.069,9.75,12.319300,9.750000,0.82
40.7313333,-112.0695,8.38,12.600186,8.380000,0.2
40.7263333,-112.078,11.58,11.771890,11.580000,0.28
40.7153333,-112.0645,9.78,12.593071,9.780000,1.15
40.7398333,-112.0465,9.09,14.709868,9.090000,2.14
40.7193333,-112.0683333,9.54,12.382737,9.540000,0.77
40.7521667,-112.0961667,4.22,10.955799,4.220000,0.07
40.7655,-112.054,7.04,14.763779,7.040000,1.4
40.7631667,-112.0545,7.7,14.661890,7.700000,1.81
40.764,-111.973,6.18,21.371346,6.180000,1.41
40.7605,-111.9761667,4.8,21.020505,4.800000,1.62
40.7363333,-112.131,7.95,7.683163,7.950000,-0.27
40.765,-112.0573333,7.27,14.477247,7.270000,1.47
40.7633333,-112.0538333,8.7,14.720938,8.700000,1.09
40.7635,-111.9706667,5.28,21.549841,5.280000,1.19
40.7425,-112.1041667,3.36,10.046613,3.360000,0.55
40.7238333,-112.0473333,5.82,14.224255,5.820000,0.34
40.7516667,-112.0733333,9.23,12.816397,9.230000,0.48
40.7441667,-111.9485,3.94,22.867273,3.940000,0.65
40.7295,-112.0523333,5.32,13.961555,5.320000,1.07
40.749,-112.0801667,5.54,12.186003,5.540000,1.06
40.7601667,-111.9513333,8.04,23.050000,8.040000,0.34
40.7388333,-112.0443333,8.89,14.861641,8.890000,0.07
40.7531667,-112.0338333,8.1,16.097043,8.100000,1.33
40.756,-111.9595,3.75,22.271516,3.750000,1.26
40.753,-111.96,4.86,22.152570,4.860000,1.75
40.7441667,-112.0713333,8.18,12.784723,8.180000,0.15
40.751,-111.9513333,4.77,22.812049,4.770000,0.21
40.7635,-111.9581667,8.85,22.575703,8.850000,0.85
40.744,-112.0376667,9,15.543523,9.000000,0.07
40.7423333,-111.9528333,5.92,22.463933,5.920000,0.68
40.7433333,-111.9776667,4.05,20.451228,4.050000,0.01
40.7311667,-112.064,9.23,13.047317,9.230000,0.06
40.7373333,-112.0576667,8.79,13.728087,8.790000,0.27
40.74,-112.0515,5.34,14.303815,5.340000,0.45
40.7506667,-112.0766667,10.33,12.516745,10.330000,0.5
40.7346667,-112.0728333,8.66,12.413595,8.660000,1.05
40.7215,-112.0648333,10.1,12.726638,10.100000,0.87
