time,latitude,longitude,depth,x,mag
2020-05-16T14:10:48.210Z,40.7436667,-112.0903333,8.37,11.212362,0.71
2020-05-16T11:40:15.690Z,40.7446667,-112.057,7.7,13.974126,0.62
2020-05-16T09:48:53.930Z,40.7485,-112.0563333,7.15,14.128845,0.8
2020-05-16T07:27:28.910Z,40.735,-112.0606667,9.94,13.420962,0.61
2020-05-16T04:42:56.330Z,40.7458333,-112.0481667,7.07,14.729528,0.69
2020-05-16T03:49:15.190Z,40.7188333,-112.085,9.44,11.001343,0.97
2020-05-16T02:06:01.240Z,40.7601667,-112.0766667,9.26,12.764817,0.17
2020-05-15T15:53:44.830Z,40.7408333,-112.0761667,7.34,12.301006,0.73
2020-05-15T09:41:48.210Z,40.7076667,-111.9181667,8.86,24.411668,0.99
2020-05-15T06:14:41.680Z,40.727,-112.0633333,7.51,12.993313,0.72
2020-05-14T23:30:04.660Z,40.7635,-112.072,9.77,13.234743,1.28
2020-05-14T23:29:37.880Z,40.7606667,-112.0788333,8.76,12.600107,1.15
2020-05-14T23:29:29.810Z,40.7626667,-112.0801667,10.06,12.542939,0.56
2020-05-14T23:28:08.130Z,40.7635,-112.0706667,9.93,13.344135,1.13
2020-05-14T23:27:14.290Z,40.764,-112.0756667,10,12.946961,1.56
2020-05-14T23:26:05.930Z,40.7668333,-112.074,7.86,13.157683,0.46
2020-05-14T23:19:01.390Z,40.7583333,-112.0763333,9.29,12.744298,0.54
2020-05-14T23:16:55.740Z,40.7615,-112.0755,8.61,12.895359,0.36
2020-05-14T23:11:22.110Z,40.762,-112.074,10.13,13.031486,1.65
2020-05-14T23:05:25.670Z,40.7681667,-112.0796667,10.03,12.727605,1.53
2020-05-14T23:05:06.580Z,40.7683333,-112.0811667,10.66,12.608898,1.9
2020-05-14T23:04:49.120Z,40.7648333,-112.0763333,10.24,12.914030,2.38
2020-05-14T22:59:19.790Z,40.7431667,-112.0605,8.05,13.647734,0.75
2020-05-14T19:12:09.750Z,40.8261667,-111.9718333,5.03,23.082471,0.89
2020-05-14T16:24:55.470Z,40.839,-111.974,2.53,23.238340,1.13
2020-05-14T13:55:47.570Z,40.8366667,-111.9775,5.38,22.890785,1.3
2020-05-14T04:39:44.140Z,40.7105,-111.9243333,4.46,23.978550,1.45
2020-05-13T20:21:33.530Z,40.7396667,-112.0346667,10.08,15.676828,0.36
2020-05-13T15:40:54.330Z,40.7275,-112.058,9.1,13.444187,1.84
2020-05-13T15:39:43.200Z,40.7905,-111.9943333,3.69,20.309960,0.48
2020-05-13T08:43:47.400Z,40.7786667,-112.0918333,9.49,12.003875,1.24
2020-05-13T02:23:26.480Z,40.7298333,-112.0801667,10.94,11.685432,0.62
2020-05-13T02:17:49.000Z,40.7321667,-112.0806667,9.95,11.705330,0.42
2020-05-13T02:16:43.380Z,40.7281667,-112.0805,11.32,11.614546,1.17
2020-05-12T10:52:49.420Z,40.7516667,-112.0896667,9.54,11.476097,0.72
2020-05-12T00:00:04.950Z,40.736,-112.0651667,8.84,13.077685,0.26
2020-05-11T12:00:21.980Z,40.7288333,-112.0565,9.06,13.602110,0.52
2020-05-11T05:06:51.760Z,40.8323333,-111.9826667,4.56,22.354578,0.71
2020-05-11T01:38:04.910Z,40.7856667,-111.9675,5.4,22.385587,1.05
2020-05-10T20:13:07.330Z,40.7256667,-112.0735,7.79,12.123898,0.65
2020-05-10T12:32:48.450Z,40.7501667,-112.0623333,9.29,13.679933,1.83
2020-05-10T10:52:25.260Z,40.8383333,-111.9901667,9.46,21.895785,0.47
2020-05-10T10:52:10.490Z,40.8253333,-111.9741667,8.48,22.869497,0.49
2020-05-08T18:54:03.320Z,40.7428333,-112.0296667,7.6,16.169753,1.4
2020-05-08T07:12:41.110Z,40.7148333,-112.0793333,10.99,11.362115,1.67
2020-05-08T04:48:52.820Z,40.7051667,-112.1146667,12.01,8.208344,0.54
2020-05-08T02:46:41.000Z,40.75,-112.0308333,8.01,16.260733,0.25
2020-05-08T01:29:50.820Z,40.747,-111.9596667,3.85,22.024118,0.76
2020-05-07T20:13:24.570Z,40.849,-111.9833333,6.42,22.733267,0.49
2020-05-07T19:28:40.380Z,40.74,-112.0486667,9.48,14.536372,0.41
2020-05-07T15:48:15.800Z,40.7413333,-112.0821667,8.53,11.821629,0.59
2020-05-07T08:16:36.580Z,40.7436667,-112.0365,9.46,15.630597,1.09
2020-05-07T08:14:49.270Z,40.7466667,-112.0361667,9.64,15.736141,0.81
2020-05-07T08:14:35.150Z,40.7481667,-112.0355,9.68,15.829953,0.48
2020-05-06T17:27:53.810Z,40.7345,-112.0671667,8.3,12.874371,0.91
2020-05-06T15:02:15.270Z,40.7286667,-112.0591667,8.9,13.378848,0.17
2020-05-06T10:03:35.850Z,40.7568333,-112.085,8.67,11.994003,0.95
2020-05-06T00:34:54.260Z,40.7276667,-112.0715,8.51,12.340294,0.12
2020-05-06T00:27:51.190Z,40.7346667,-112.0696667,8.03,12.673516,0.7
2020-05-05T22:41:35.040Z,40.741,-112.0591667,9.52,13.700632,0.79
2020-05-05T22:39:08.130Z,40.7268333,-112.0833333,10.03,11.347138,0.62
2020-05-05T18:53:20.680Z,40.739,-112.081,8.64,11.856442,0.3
2020-05-05T13:29:08.570Z,40.7405,-112.078,8.66,12.141837,1.41
2020-05-05T01:44:43.130Z,40.7635,-112.0855,9.32,12.127138,0.71
2020-05-05T01:34:24.970Z,40.7335,-112.067,8.28,12.861954,0.84
2020-05-04T21:39:09.350Z,40.7371667,-112.0635,8.21,13.244937,1.5
2020-05-04T18:23:59.860Z,40.752,-111.9546667,5.24,22.564383,0.65
2020-05-04T10:46:03.970Z,40.7381667,-112.0598333,8.41,13.571995,0.69
2020-05-04T02:36:38.440Z,40.7361667,-112.0583333,10.1,13.642936,1.95
2020-05-03T20:12:46.850Z,40.7385,-112.0463333,10.79,14.688786,0.56
2020-05-03T19:19:17.230Z,40.7946667,-111.9913333,4.83,20.664419,0.85
2020-05-03T14:35:40.400Z,40.7466667,-112.0408333,6.65,15.353134,0.8
2020-05-03T10:42:25.760Z,40.756,-112.0861667,11.05,11.876504,0.26
2020-05-03T03:43:26.800Z,40.757,-112.1031667,6.68,10.507787,-0.01
2020-05-02T21:42:03.670Z,40.7408333,-112.0433333,8.29,14.995866,0.86
2020-05-02T18:50:54.630Z,40.74,-112.0811667,7.86,11.868878,0.11
2020-05-02T17:36:08.580Z,40.7238333,-112.0853333,10.23,11.104593,0.38
2020-05-02T12:53:38.100Z,40.7276667,-112.0781667,10.33,11.793026,0.51
2020-05-02T08:51:56.910Z,40.7371667,-112.0796667,8.16,11.917993,1.36
2020-05-02T07:44:01.870Z,40.7236667,-112.0625,9.46,12.974740,0.03
2020-05-02T04:41:32.950Z,40.7276667,-112.0428333,5.21,14.693647,0.16
2020-05-02T02:32:40.480Z,40.7285,-112.0313333,6.86,15.659484,0.65
2020-05-01T22:30:00.980Z,40.7588333,-112.0651667,8.37,13.673599,1.03
2020-05-01T21:56:18.940Z,40.7288333,-112.0725,9.79,12.288660,0.21
2020-05-01T19:39:16.970Z,40.7296667,-112.0753333,9.5,12.077839,0.2
2020-05-01T00:28:56.940Z,40.7295,-112.06,8.79,13.332183,1.32
2020-04-30T22:14:05.340Z,40.7306667,-112.0981667,5.02,10.229701,0.59
2020-04-30T21:37:41.930Z,40.7295,-112.075,7.41,12.100846,0.35
2020-04-30T10:15:39.660Z,40.81,-111.9756667,5.09,22.347999,1.34
2020-04-30T07:37:19.240Z,40.7138333,-112.0841667,10.23,10.939152,0.52
2020-04-30T07:15:26.390Z,40.7798333,-112.0691667,9.81,13.893572,0.81
2020-04-30T04:15:48.510Z,40.7461667,-112.0503333,9.58,14.560405,0.4
2020-04-30T01:02:29.710Z,40.7011667,-112.0875,10.13,10.334561,1.07
2020-04-29T18:50:59.150Z,40.7551667,-112.0823333,7.97,12.169280,0.3
2020-04-29T17:33:02.670Z,40.7293333,-112.072,8.09,12.342758,0.54
2020-04-29T11:39:00.140Z,40.7115,-112.0678333,8.42,12.219332,0.54
2020-04-29T10:06:19.480Z,40.7355,-112.0663333,8.45,12.968879,0.21
2020-04-29T09:35:36.140Z,40.7398333,-112.0753333,7.57,12.343295,0.24
2020-04-29T06:32:29.800Z,40.7325,-112.032,9.29,15.708977,0.68
2020-04-29T04:48:56.030Z,40.739,-111.9656667,3.01,21.323776,0.7
2020-04-29T03:43:41.520Z,40.711,-112.072,9.97,11.864148,1.55
2020-04-29T03:23:45.300Z,40.7271667,-112.0686667,8.78,12.559831,0.29
2020-04-29T01:31:36.460Z,40.7321667,-112.0715,8.53,12.457770,0.65
2020-04-29T00:52:22.140Z,40.7535,-112.081,9.77,12.235152,0.63
2020-04-28T17:21:28.590Z,40.7421667,-112.0455,9.03,14.852790,0.55
2020-04-28T15:41:14.350Z,40.7393333,-112.0363333,10.22,15.531339,0.76
2020-04-28T14:50:50.840Z,40.7398333,-112.0831667,9.16,11.700377,0.19
2020-04-28T12:01:17.780Z,40.7346667,-112.045,7.38,14.698280,0.62
2020-04-28T11:14:43.520Z,40.7306667,-112.0723333,9.89,12.350209,0.32
2020-04-28T06:54:49.810Z,40.727,-112.0631667,10.54,13.006989,0.69
2020-04-28T04:03:02.530Z,40.7735,-112.0898333,9.61,12.032917,0.55
2020-04-27T18:47:53.290Z,40.744,-112.0918333,5.17,11.097971,0.3
2020-04-27T17:09:16.620Z,40.739,-112.0785,8.26,12.061629,0.61
2020-04-27T16:34:56.590Z,40.7516667,-112.0786667,8.95,12.378738,1.25
2020-04-27T11:42:25.750Z,40.7625,-112.0746667,8.93,12.989840,0.34
2020-04-27T08:30:37.320Z,40.7075,-112.0688333,6.53,12.032814,0.85
2020-04-26T23:58:54.070Z,40.7343333,-112.0711667,8.14,12.541689,0.21
2020-04-26T22:22:26.080Z,40.7316667,-112.0706667,7.54,12.513119,0.38
2020-04-26T11:47:34.680Z,40.7315,-112.058,9.65,13.548543,0.49
2020-04-26T10:16:12.980Z,40.7348333,-112.0661667,8.92,12.965153,0.1
2020-04-26T08:55:21.250Z,40.7356667,-112.0701667,8.53,12.658579,0.22
2020-04-26T07:28:19.930Z,40.7323333,-112.073,7.67,12.338992,0.14
2020-04-25T20:57:38.530Z,40.8075,-111.974,5.34,22.419715,0.96
2020-04-25T20:01:44.730Z,40.8083333,-112.005,7.22,19.899114,0.52
2020-04-25T15:59:39.190Z,40.7275,-112.083,9.99,11.391913,0.4
2020-04-25T15:05:28.860Z,40.7388333,-112.0673333,9.18,12.973799,0.46
2020-04-25T12:09:21.320Z,40.7401667,-112.0656667,8.53,13.145390,0.6
2020-04-25T10:54:57.020Z,40.7285,-111.9601667,2.31,21.502655,0.71
2020-04-25T06:31:27.550Z,40.7293333,-112.0708333,9.61,12.438531,0.73
2020-04-25T03:22:02.670Z,40.7345,-112.0385,9.97,15.227508,0.47
2020-04-25T02:48:01.250Z,40.7358333,-112.0583333,8.61,13.634237,0.75
2020-04-25T00:37:52.460Z,40.7593333,-111.9793333,5.96,20.730297,0.49
2020-04-25T00:13:56.070Z,40.7301667,-112.0618333,8.77,13.199084,0.44
2020-04-24T23:57:06.320Z,40.7231667,-112.0201667,3.62,16.437362,0.77
2020-04-24T23:20:47.990Z,40.7625,-112.0853333,10.76,12.114691,1.27
2020-04-24T19:25:59.480Z,40.7443333,-112.024,9.36,16.673954,0.17
2020-04-24T18:46:27.430Z,40.7286667,-112.0993333,6.7,10.081665,0.31
2020-04-24T18:43:32.010Z,40.7351667,-112.0403333,9.54,15.094394,0.92
2020-04-24T18:43:31.910Z,40.7396667,-112.0391667,10.16,15.307455,0.92
2020-04-24T18:23:40.140Z,40.7388333,-112.0355,9.84,15.586709,0.98
2020-04-24T18:18:48.540Z,40.7418333,-112.037,9.97,15.541773,2.31
2020-04-24T17:01:47.380Z,40.7346667,-112.045,9.31,14.698280,0.21
2020-04-24T08:22:59.320Z,40.7345,-112.0663333,8.09,12.942779,0.22
2020-04-24T06:50:03.310Z,40.7413333,-112.071,7.36,12.738110,-0.03
2020-04-24T06:23:15.540Z,40.7395,-112.0758333,8.64,12.293555,0.86
2020-04-24T05:00:04.640Z,40.7708333,-112.0803333,10.25,12.742564,0.19
2020-04-23T23:43:02.870Z,40.7878333,-111.9438333,9.98,24.383507,0.72
2020-04-23T23:21:33.660Z,40.7256667,-112.0806667,10.9,11.535570,0.74
2020-04-23T23:17:22.050Z,40.7265,-112.0786667,11.03,11.721514,1.81
2020-04-23T23:12:23.340Z,40.703,-112.092,11.55,10.012928,0.93
2020-04-23T23:05:08.340Z,40.8145,-112.0056667,7.34,20.004942,0.84
2020-04-23T14:46:52.080Z,40.716,-112.0765,10.72,11.625208,1.01
2020-04-23T12:19:49.080Z,40.7596667,-111.9518333,7.01,22.995982,0.82
2020-04-23T10:49:21.620Z,40.729,-112.0591667,8.11,13.387544,0.64
2020-04-23T08:05:43.890Z,40.7328333,-112.0651667,8.31,12.995040,0.69
2020-04-23T07:51:49.370Z,40.7765,-112.0931667,9.72,11.837880,2.11
2020-04-23T07:49:37.920Z,40.7773333,-112.0916667,9.85,11.982695,1.64
2020-04-23T06:38:15.810Z,40.7346667,-112.0688333,9.49,12.741923,2.09
2020-04-23T06:37:39.000Z,40.735,-112.0663333,9.15,12.955829,1.83
2020-04-23T05:03:11.870Z,40.74,-112.0736667,8.39,12.484433,1.16
2020-04-23T02:55:42.040Z,40.7468333,-112.0838333,9.68,11.828517,-0.05
2020-04-22T20:30:22.010Z,40.773,-112.1108333,6.84,10.297253,-0.2
2020-04-22T20:30:12.310Z,40.762,-112.0835,8.47,12.252043,0.25
2020-04-22T19:20:46.790Z,40.7713333,-111.9808333,8.77,20.919130,0.76
2020-04-22T18:04:02.730Z,40.7283333,-111.9683333,4.79,20.827747,1.13
2020-04-22T15:42:38.670Z,40.7488333,-112.09,7.51,11.374713,0.46
2020-04-22T14:04:11.600Z,40.7356667,-112.043,7.52,14.888526,0.87
2020-04-22T10:22:20.880Z,40.7543333,-111.9483333,6.96,23.144825,0.75
2020-04-22T09:48:49.720Z,40.7321667,-112.068,9.76,12.745069,0.24
2020-04-22T09:48:41.020Z,40.7138333,-112.0981667,8.15,9.789703,-0.19
2020-04-22T06:15:24.890Z,40.7316667,-112.0401667,8.9,15.016834,0.87
2020-04-22T03:30:47.520Z,40.7265,-112.06,7.63,13.253909,0.81
2020-04-21T23:07:21.520Z,40.7401667,-112.0583333,9.37,13.747294,0.3
2020-04-21T22:59:15.000Z,40.746,-112.061,9.34,13.680627,1.16
2020-04-21T22:44:58.280Z,40.7443333,-112.0436667,10.34,15.059752,0.28
2020-04-21T20:49:44.640Z,40.7463333,-112.0475,8.55,14.797285,1.05
2020-04-21T18:17:32.910Z,40.7628333,-112.0838333,9.53,12.246464,0.35
2020-04-21T13:40:20.310Z,40.7273333,-112.056,4.36,13.604026,1.62
2020-04-21T11:26:59.400Z,40.7246667,-112.0625,4.24,13.000835,0.8
2020-04-21T11:15:19.350Z,40.7286667,-112.0596667,8.11,13.337803,1.26
2020-04-21T06:48:09.540Z,40.7511667,-111.9636667,6.29,21.803981,0.45
2020-04-21T06:27:58.650Z,40.7305,-112.0808333,8.75,11.648126,0.46
2020-04-21T06:02:45.740Z,40.7286667,-112.0743333,9.82,12.133817,0.92
2020-04-21T01:26:21.920Z,40.7485,-111.9693333,6.27,21.269564,0.44
2020-04-21T01:07:07.520Z,40.742,-112.0691667,9.43,12.905979,2.69
2020-04-21T00:46:07.990Z,40.7623333,-111.981,6.57,20.671495,2.37
2020-04-21T00:33:06.470Z,40.7398333,-112.0893333,10.09,11.194269,0.4
2020-04-21T00:01:05.150Z,40.7273333,-112.069,8.44,12.536819,0.61
2020-04-20T21:52:07.930Z,40.7316667,-112.0666667,9.23,12.841464,0.81
2020-04-20T16:59:58.560Z,40.7236667,-112.0483333,7.24,14.137811,0.45
2020-04-20T16:51:08.410Z,40.7348333,-112.0615,7.9,13.348212,0.77
2020-04-20T15:49:00.620Z,40.7505,-111.9688333,6.01,21.362567,0.95
2020-04-20T15:42:08.790Z,40.7365,-112.0556667,8.6,13.870513,0.69
2020-04-20T14:47:00.030Z,40.739,-112.0838333,7.72,11.623900,0.19
2020-04-20T12:24:12.370Z,40.725,-112.0636667,8.76,12.913751,0.48
2020-04-20T11:25:26.110Z,40.7413333,-112.0556667,8.29,13.996597,1.46
2020-04-20T10:09:19.010Z,40.7391667,-112.0441667,10.07,14.884008,2.01
2020-04-20T06:51:47.260Z,40.7366667,-112.0588333,9.78,13.614939,1.35
2020-04-20T05:40:44.560Z,40.733,-112.0576667,9.6,13.615037,1.87
2020-04-20T05:05:08.500Z,40.7321667,-112.0535,9.25,13.935335,1.04
2020-04-20T02:03:34.080Z,40.797,-112.0968333,9.11,12.072971,0.37
2020-04-19T22:05:58.420Z,40.7288333,-112.064,9.14,12.986424,0.52
2020-04-19T21:44:05.450Z,40.725,-112.0651667,8.86,12.790608,-0.14
2020-04-19T18:18:18.410Z,40.7586667,-112.077,10.53,12.698300,0.26
2020-04-19T12:55:26.120Z,40.7373333,-112.0636667,7.59,13.235602,0.42
2020-04-19T01:13:39.660Z,40.7415,-112.0735,7.95,12.537278,0.92
2020-04-18T21:59:50.660Z,40.7138333,-112.0775,9.08,11.486526,1.28
2020-04-18T20:13:35.210Z,40.7511667,-111.9713333,2.82,21.174680,1.01
2020-04-18T19:44:26.760Z,40.7286667,-112.0596667,10.1,13.337803,0.26
2020-04-18T19:36:06.730Z,40.7611667,-112.1278333,4.2,8.593082,0.82
2020-04-18T17:40:43.200Z,40.715,-112.0715,10.23,12.009625,1.59
2020-04-18T17:13:37.940Z,40.7213333,-112.0645,9.58,12.749651,-0.06
2020-04-18T16:54:51.700Z,40.7248333,-112.0623333,7.16,13.018867,0.54
2020-04-18T15:28:02.630Z,40.7383333,-112.0675,8.09,12.947066,0.66
2020-04-18T15:04:03.630Z,40.764,-112.0415,7.81,15.750286,0.75
2020-04-18T14:26:24.640Z,40.7341667,-112.0905,8.16,10.950451,0.14
2020-04-18T13:19:15.980Z,40.7373333,-112.0703333,8.13,12.688410,0.83
2020-04-18T09:23:58.770Z,40.7255,-112.0583333,9.04,13.364647,0.9
2020-04-18T05:08:01.340Z,40.7343333,-112.0565,8.08,13.745590,0.32
2020-04-18T04:27:27.790Z,40.7348333,-112.0623333,8.91,13.279811,1.49
2020-04-18T02:53:35.050Z,40.7368333,-112.0665,8.29,12.989995,0.27
2020-04-18T02:39:04.360Z,40.7345,-112.0648333,9.16,13.065905,0.27
2020-04-18T02:07:54.650Z,40.7375,-112.0618333,7.87,13.390438,0.66
2020-04-18T01:58:43.360Z,40.7383333,-112.0633333,8.08,13.289063,0.31
2020-04-18T01:46:31.320Z,40.7371667,-112.0693333,8.68,12.766140,0.51
2020-04-18T01:05:43.240Z,40.7216667,-112.0648333,9.4,12.730988,0.12
2020-04-18T00:55:25.710Z,40.7268333,-112.0671667,8.85,12.674267,0.76
2020-04-18T00:31:20.300Z,40.7193333,-112.0863333,9.79,10.904943,-0.01
2020-04-18T00:08:09.670Z,40.7303333,-112.0606667,9.19,13.299196,2.76
2020-04-17T23:56:49.730Z,40.7271667,-112.0553333,8.57,13.654413,0.66
2020-04-17T23:47:53.800Z,40.7236667,-112.0548333,9.32,13.604162,0.46
2020-04-17T23:47:26.470Z,40.7245,-112.0676667,9.85,12.572320,-0.17
2020-04-17T23:30:27.530Z,40.732,-112.1126667,7.3,9.074419,-0.11
2020-04-17T21:46:27.790Z,40.7285,-112.0568333,8.74,13.566054,0.92
2020-04-17T20:16:15.920Z,40.7436667,-112.0681667,5.7,13.031557,0.13
2020-04-17T20:06:23.360Z,40.7266667,-112.0645,8.47,12.888837,0.58
2020-04-17T19:03:50.180Z,40.7323333,-112.0603333,8.55,13.378749,1.24
2020-04-17T18:17:56.420Z,40.7286667,-112.077,9.27,11.914912,0.72
2020-04-17T14:51:33.270Z,40.729,-112.0588333,9.3,13.414914,0.53
2020-04-17T10:36:19.200Z,40.7376667,-112.0673333,8.2,12.943350,0.31
2020-04-17T10:29:41.530Z,40.7763333,-112.098,9.49,11.437070,1.45
2020-04-17T10:29:31.900Z,40.7786667,-112.0921667,10.38,11.976528,0.25
2020-04-17T09:20:44.040Z,40.7388333,-112.0648333,8.38,13.178994,0.55
2020-04-17T07:39:36.420Z,40.7255,-112.0783333,8.01,11.722769,0.92
2020-04-17T06:33:45.230Z,40.7326667,-112.0588333,9.46,13.510578,1.8
2020-04-17T06:22:49.920Z,40.7471667,-111.961,6.67,21.918997,0.44
2020-04-17T05:30:59.710Z,40.751,-112.0608333,8.87,13.824774,0.89
2020-04-17T05:24:22.800Z,40.744,-112.0585,7.24,13.833623,-0.08
2020-04-17T05:24:15.160Z,40.7523333,-112.0618333,8.56,13.777502,0.43
2020-04-17T04:25:23.080Z,40.7375,-112.0683333,8.33,12.856919,0.29
2020-04-17T03:28:05.890Z,40.737,-112.0606667,8.61,13.473147,0.34
2020-04-17T03:12:09.750Z,40.7376667,-112.0736667,8.78,12.423514,0.26
2020-04-17T02:59:22.800Z,40.7386667,-112.0631667,10.13,13.311438,2.1
2020-04-17T00:18:02.100Z,40.726,-112.0598333,8.24,13.254549,0.43
2020-04-17T00:13:57.710Z,40.7265,-112.0656667,8.47,12.788708,0.8
2020-04-16T23:54:56.560Z,40.7323333,-112.0636667,8.41,13.105121,0.36
2020-04-16T23:40:00.970Z,40.727,-112.0605,6.24,13.225908,0.53
2020-04-16T23:11:54.970Z,40.7426667,-112.101,8.09,10.310849,0.04
2020-04-16T21:40:08.980Z,40.7306667,-111.944,6.19,22.886401,0.4
2020-04-16T21:32:44.120Z,40.7488333,-111.9581667,5.83,22.194858,0.67
2020-04-16T20:55:18.850Z,40.736,-112.0661667,8.28,12.995603,0.52
2020-04-16T20:46:04.480Z,40.7286667,-112.055,9.12,13.720903,0.87
2020-04-16T20:21:57.970Z,40.726,-112.0796667,9.15,11.626365,0.44
2020-04-16T20:02:22.860Z,40.7361667,-112.0741667,7.14,12.343311,0.57
2020-04-16T19:14:42.060Z,40.74,-112.065,7.84,13.195760,0.4
2020-04-16T19:00:51.240Z,40.7371667,-112.0685,9,12.834537,0.61
2020-04-16T17:07:36.540Z,40.7365,-112.0613333,8.66,13.405385,0.97
2020-04-16T16:58:32.130Z,40.731,-112.0621667,7.53,13.193459,0.81
2020-04-16T16:11:14.490Z,40.7366667,-112.0478333,8.58,14.517856,0.97
2020-04-16T16:09:54.010Z,40.7388333,-112.0658333,7.67,13.096916,0.48
2020-04-16T16:08:49.270Z,40.725,-112.0628333,9.07,12.982169,0.56
2020-04-16T16:06:29.010Z,40.7395,-112.0693333,8.51,12.827047,0.9
2020-04-16T15:43:59.160Z,40.7405,-112.0636667,6.46,13.318241,0.69
2020-04-16T15:40:47.470Z,40.7351667,-112.059,8,13.562121,1.29
2020-04-16T15:33:45.840Z,40.7416667,-112.0721667,9.34,12.651058,1.17
2020-04-16T15:20:44.050Z,40.7446667,-112.0795,8.32,12.127545,0.77
2020-04-16T15:14:18.590Z,40.7363333,-112.0568333,9.28,13.770406,1.66
2020-04-16T13:55:08.850Z,40.7385,-112.0663333,9.01,13.047178,1.4
2020-04-16T13:41:29.470Z,40.7358333,-112.0621667,9.52,13.319581,4.19
2020-04-16T13:17:24.420Z,40.7325,-112.0605,8.03,13.369415,1.14
2020-04-16T10:39:13.590Z,40.7366667,-112.0783333,8.43,12.014378,0.94
2020-04-16T09:25:24.590Z,40.7473333,-112.0715,7.86,12.853710,1.08
2020-04-16T08:09:55.670Z,40.744,-112.0828333,3.81,11.836575,0.5
2020-04-16T07:52:33.240Z,40.737,-112.0526667,9.15,14.129804,0.46
2020-04-16T05:25:45.050Z,40.7358333,-112.0638333,8.41,13.182783,0.15
2020-04-16T05:20:15.300Z,40.736,-112.0641667,7.8,13.159767,0.37
2020-04-16T04:08:33.030Z,40.7253333,-112.0558333,8.55,13.565539,0.59
2020-04-16T03:58:38.530Z,40.7341667,-112.0613333,7.73,13.344501,0.45
2020-04-16T00:15:25.320Z,40.762,-112.0851667,8.77,12.115297,0.79
2020-04-15T23:21:10.820Z,40.7371667,-112.061,7.93,13.450139,0.5
2020-04-15T23:02:59.420Z,40.8001667,-111.9793333,7.18,21.791698,0.91
2020-04-15T22:23:35.690Z,40.8513333,-111.9931667,2.74,21.988034,1.39
2020-04-15T20:30:21.420Z,40.7233333,-112.0525,9,13.787029,0.63
2020-04-15T19:06:26.990Z,40.7285,-112.0638333,8.35,12.991410,0.88
2020-04-15T18:55:13.450Z,40.733,-112.064,7.69,13.095160,1.03
2020-04-15T18:41:33.900Z,40.7295,-112.058,8.97,13.496365,1.78
2020-04-15T13:09:38.610Z,40.7285,-112.0635,8.67,13.018771,0.76
2020-04-15T12:13:42.670Z,40.7463333,-111.9571667,9.02,22.212034,0.51
2020-04-15T12:11:13.780Z,40.7455,-111.9545,4.36,22.409314,0.77
2020-04-15T12:10:30.580Z,40.7331667,-112.0586667,8.77,13.537299,1.61
2020-04-15T12:09:32.880Z,40.735,-112.0653333,7.68,13.037912,0.84
2020-04-15T12:04:13.060Z,40.7223333,-112.0653333,8.51,12.707335,1.2
2020-04-15T11:58:23.230Z,40.7255,-112.063,8.07,12.981532,0.62
2020-04-15T11:57:55.850Z,40.7278333,-112.0683333,9.48,12.604600,0.59
2020-04-15T10:32:27.720Z,40.7658333,-112.0731667,10.26,13.199939,0.69
2020-04-15T10:29:17.960Z,40.7353333,-112.064,8.59,13.156051,0.69
2020-04-15T09:57:44.250Z,40.7266667,-112.0596667,9.35,13.285620,0.56
2020-04-15T09:51:39.310Z,40.7335,-112.068,8.2,12.779870,0.68
2020-04-15T09:18:58.000Z,40.7316667,-112.0566667,7.83,13.662341,0.66
2020-04-15T08:55:28.910Z,40.7305,-112.0621667,8.1,13.180412,0.8
2020-04-15T07:05:43.730Z,40.7478333,-111.956,5.78,22.346756,0.47
2020-04-15T06:41:26.680Z,40.7398333,-112.0845,10.37,11.590949,0.74
2020-04-15T06:28:12.990Z,40.7321667,-112.0651667,9.04,12.977643,0.49
2020-04-15T05:52:18.480Z,40.7248333,-112.0588333,9.02,13.306205,0.52
2020-04-15T05:43:42.330Z,40.7358333,-112.0578333,8.52,13.675279,1.2
2020-04-15T05:04:53.800Z,40.7315,-112.0598333,8.55,13.398051,0.67
2020-04-15T05:00:39.470Z,40.732,-112.0686667,8.32,12.685991,0.54
2020-04-15T04:42:16.650Z,40.7258333,-112.059,8.88,13.318609,0.85
2020-04-15T04:39:26.730Z,40.7236667,-112.0616667,8.86,13.043152,0.45
2020-04-15T04:36:44.440Z,40.7276667,-112.0821667,6.92,11.464671,-0.21
2020-04-15T04:36:17.180Z,40.7475,-112.0591667,9.51,13.870223,0.7
2020-04-15T04:24:46.640Z,40.7246667,-112.0683333,9.55,12.521947,-0.01
2020-04-15T04:21:33.150Z,40.7226667,-112.0673333,9.5,12.551841,0.08
2020-04-15T04:18:59.500Z,40.7336667,-112.0603333,8.67,13.413540,0.31
2020-04-15T04:10:34.210Z,40.73,-112.0611667,8.2,13.249455,0.91
2020-04-15T04:05:20.230Z,40.7278333,-112.0591667,8.55,13.357105,1.01
2020-04-15T04:01:35.600Z,40.7241667,-112.0581667,9.62,13.343539,0.24
2020-04-15T03:51:20.910Z,40.7378333,-112.0493333,8.19,14.425152,0.85
2020-04-15T03:46:18.450Z,40.7271667,-112.0633333,8.5,12.997663,0.46
2020-04-15T03:33:30.700Z,40.7266667,-112.0581667,9.2,13.408762,0.19
2020-04-15T03:27:46.260Z,40.7336667,-112.0628333,8.79,13.208327,0.46
2020-04-15T03:27:26.140Z,40.7278333,-112.0628333,8.7,13.056104,0.48
